Scientific Name,AGCP,AW,CB,EMP,GP,HI,MW,NCNE,WMVC,AK,Common Name,Id,Symbol,RankId,AcceptedId,HasSynonyms,HasSubordinateTaxa,HasWildlife,HasWetlandData,HasImages,HasRelatedLinks,HasLegalStatuses,HasNoxiousStatuses,HasDocumentation,HasDistributionData,NumImages,ProfileImageFilename,ImageId,HasInvasiveStatuses,HasCharacteristics,PlantLocationId,HasEthnobotany,HasPollinator,ScientificSort,Active Growth Period,Coppice Potential,Fall Conspicuous,Flower Color,Flower Conspicuous,Foliage Color,Foliage Porosity Summer,Foliage Porosity Winter,Foliage Texture,Fruit/Seed Color,Fruit/Seed Conspicuous,Growth Form,Growth Rate,"Height at 20 Years, Maximum (feet)","Height, Mature (feet)",Known Allelopath,Leaf Retention,Lifespan,Low Growing Grass,Resprout Ability,Shape and Orientation,Toxicity,Adapted to Coarse Textured Soils,Adapted to Fine Textured Soils,Adapted to Medium Textured Soils,Anaerobic Tolerance,Cold Stratification Required,Drought Tolerance,Fertility Requirement,"Frost Free Days, Minimum",Hedge Tolerance,Moisture Use,"pH, Maximum","pH, Minimum","Precipitation, Maximum","Precipitation, Minimum","Root Depth, Minimum (inches)",Salinity Tolerance,Shade Tolerance,"Temperature, Minimum (°F)",Bloom Period,Commercial Availability,Fruit/Seed Abundance,Fruit/Seed Period Begin,Fruit/Seed Period End,Fruit/Seed Persistence,Propagated by Bare Root,Propagated by Bulb,Propagated by Container,Propagated by Corm,Propagated by Cuttings,Propagated by Seed,Propagated by Sod,Propagated by Sprigs,Propagated by Tubers,Seed Spread Rate,Seedling Vigor,Vegetative Spread Rate,Nursery Stock Product
Acorus calamus,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,,Single-Vein Sweetflag,16271.0,ACCA4,0.0,16271.0,False,False,False,False,False,False,False,False,False,False,3.0,acca4_003_thp.jpg,0.0,False,False,0.0,False,False,Acorus calamus L.,Spring and Summer,No,No,Yellow,No,Green,Dense,Porous,Coarse,Brown,No,Rhizomatous,Moderate,,5.0,No,No,Moderate,No,No,Semi-Erect,,Yes,No,Yes,High,No,,Medium,90.0,,High,7.2,5.2,60.0,32.0,12.0,Low,Intolerant,-38.0,Late Spring,Routinely Available,Low,Summer,Summer,No,Yes,No,Yes,No,No,No,No,Yes,No,,Low,Moderate,Yes
Acrostichum aureum,OBL,,OBL,,,OBL,,,,,Golden Leather Fern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrostichum danaeifolium,OBL,,OBL,,,,,,,,Inland Leather Fern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actaea laciniata,,,,,,,,,FACW,,Mt. Hood Bugbane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actaea pachypoda,FACU,,,UPL,,,FACU,UPL,,,White Baneberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actaea podocarpa,,,,FACU,,,FAC,,,,Mountain Bugbane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actaea rubra,UPL,FAC,,UPL,FACU,,FACU,FACU,FACU,FAC,Red Baneberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinostachys pennula,FAC,,FAC,,,,,,,,Ray Fern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenanthera pavonina,UPL,,UPL,,,FACU,,,,,Red Beadtree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenophorus pinnatifidus,,,,,,FACU,,,,,Graceful Kihi Fern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenostemma lavenia,,,,,,FACW,,,,,Common Medicine-Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenostemma verbesina,,,FACW,,,,,,,,Tropical Medicine-Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adiantum aleuticum,FAC,FAC,,FAC,FAC,,,FACU,FAC,FAC,Aleutian Maidenhair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adiantum capillus-veneris,FACU,FACW,FACW,FACU,FACW,FACU,FACU,,FACW,,Southern Maidenhair,14339.0,ADCA,0.0,14339.0,False,False,False,False,False,False,False,False,False,False,5.0,adca_002_thp.jpg,0.0,False,False,0.0,False,False,Adiantum capillus-veneris L.,Spring and Summer,No,No,White,No,Green,Porous,Porous,Fine,Brown,No,Rhizomatous,Moderate,,1.7,No,No,Moderate,No,No,Erect,,No,Yes,Yes,Medium,No,,Low,120.0,,High,8.0,6.0,60.0,10.0,2.0,,Tolerant,-33.0,Summer,Routinely Available,Medium,Summer,Fall,No,Yes,No,No,No,No,Yes,No,No,No,Slow,Medium,Slow,No
Adiantum jordanii,,FAC,,,,,,,FAC,,California Maidenhair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adiantum latifolium,,,FAC,,,,,,,,Broad-Leaf Maidenhair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adiantum macrophyllum,,,FACW,,,,,,,,Large-Leaf Maidenhair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adiantum obliquum,,,FACU,,,,,,,,Oblique Maidenhair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adiantum pedatum,FACU,,,FAC,FAC,,FACU,FACU,FAC,,Northern Maidenhair,14357.0,ADPE,0.0,14357.0,False,False,False,False,False,False,False,False,False,False,10.0,adpe_002_thp.jpg,0.0,False,False,0.0,False,False,Adiantum pedatum L.,Spring and Summer,No,Yes,Brown,No,Dark Green,Moderate,Porous,Fine,Brown,No,Rhizomatous,Moderate,,1.3,No,No,Moderate,No,No,Semi-Erect,,Yes,No,Yes,Low,No,Low,High,80.0,,Medium,6.6,4.6,60.0,36.0,10.0,,Tolerant,-38.0,Summer,Contracting Only,High,Summer,Fall,No,No,No,Yes,No,No,No,No,Yes,No,Slow,Low,Moderate,Yes
Adiantum petiolatum,,,FAC,,,,,,,,Stalked Maidenhair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adiantum pulverulentum,,,FACU,,,,,,,,Glossy Maidenhair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adiantum raddianum,,,,,,FAC,,,,,Delta Maidenhair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adiantum tenerum,FAC,,FACU,,,FACU,,,,,Brittle Maidenhair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adiantum tricholepis,,,,,FAC,,,,,,Fuzzy Maidenhair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adiantum wilsonii,,,FAC,,,,,,,,Wilson's Maidenhair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adoxa moschatellina,,FAC,,,FAC,,FAC,FAC,FAC,FAC,Muskroot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aegopodium podagraria,FACW,FAC,,FACU,,,FAC,FAC,FACU,,Bishop's Goutweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeschynomene americana,FAC,,FAC,FAC,,,,,,,Shyleaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeschynomene evenia,,,FAC,,,,,,,,Shrubby Joint-Vetch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeschynomene gracilis,,,FAC,,,,,,,,Puerto Rico Joint-Vetch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeschynomene indica,FACW,,FACW,FACW,FACW,,,,,,Indian Joint-Vetch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeschynomene pratensis,OBL,,,,,,,,,,Meadow Joint-Vetch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeschynomene sensitiva,,,OBL,,,,,,,,Sensitive Joint-Vetch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeschynomene virginica,FACW,,,OBL,,,,,,,Virginia Joint-Vetch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aesculus flava,FACU,,,FACU,,,FACU,FACU,,,Yellow Buckeye,93131.0,AEFL,0.0,93131.0,False,False,False,False,False,False,False,False,False,False,11.0,aefl_001_tvp.jpg,0.0,False,False,0.0,False,False,Aesculus flava Aiton,Spring and Summer,No,Yes,Yellow,Yes,Green,Dense,Porous,Coarse,Brown,Yes,Single Stem,Moderate,30.0,65.0,No,No,Long,No,Yes,Erect,Severe,No,No,Yes,,Yes,Low,High,150.0,,High,7.0,5.0,84.0,39.0,36.0,,Tolerant,-18.0,Late Spring,No Known Source,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,,Yes
Aesculus glabra,FACU,,,FACU,FAC,,FAC,FAC,,,Ohio Buckeye,93135.0,AEGL,0.0,93135.0,False,False,False,False,False,False,False,False,False,False,11.0,aegl_002_thp.jpg,0.0,False,False,0.0,False,False,Aesculus glabra Willd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aesculus pavia,FACU,,,FAC,FAC,,FAC,,,,Red Buckeye,93152.0,AEPA,0.0,93152.0,False,False,False,False,False,False,False,False,False,False,13.0,aepa_003_tvp.jpg,0.0,False,False,0.0,False,False,Aesculus pavia L.,Spring and Summer,Yes,No,Red,Yes,Yellow-Green,Dense,Porous,Coarse,Brown,Yes,Single Stem,Moderate,12.0,25.0,No,No,Long,No,Yes,Erect,Severe,Yes,Yes,Yes,Medium,No,Low,Medium,180.0,Low,High,7.0,3.7,65.0,36.0,20.0,,Tolerant,-20.0,Late Spring,No Known Source,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,,Yes
Aesculus sylvatica,FAC,,,FAC,,,,,,,Painted Buckeye,93161.0,AESY,0.0,93161.0,False,False,False,False,False,False,False,False,False,False,0.0,,0.0,False,False,0.0,False,False,Aesculus sylvatica W. Bartram,Spring and Summer,No,Yes,Yellow,Yes,Green,Dense,Porous,Coarse,Brown,Yes,Single Stem,Moderate,30.0,65.0,No,No,Long,No,Yes,Erect,Severe,No,No,Yes,Low,Yes,Low,High,200.0,,High,7.0,5.0,80.0,40.0,36.0,,Intermediate,7.0,Mid Spring,No Known Source,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,,Yes
Agalinis aphylla,FACW,,,FACW,,,,,,,Scale-Leaf False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis aspera,FACU,,,FACU,FACU,,FACU,FACU,,,Tall False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis calycina,,OBL,,,OBL,,,,OBL,,Leoncita False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis divaricata,FACU,,,,,,,,,,Pineland False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis fasciculata,FAC,,FACU,FAC,FAC,,FAC,FAC,,,Beach False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis filicaulis,FAC,,,,,,,,,,Jackson False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis filifolia,FACU,,,,,,,,,,Seminole False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis flexicaulis,FACW,,,,,,,,,,Hampton False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis georgiana,FAC,,,,,,,,,,Georgia False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis harperi,FAC,,,,,,,,,,Coastal-Plain False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis heterophylla,FACU,,,FACU,FAC,,FAC,,,,Prairie False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis linifolia,OBL,,,FACW,,,,,,,Flax-Leaf False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis maritima,OBL,,,FACW,OBL,,,FACW,,,Saltmarsh False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis obtusifolia,FAC,,,FACU,,,,,,,Ten-Lobe False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis oligophylla,FAC,,,FAC,,,,,,,Ridge-Stem False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis paupercula,FACW,,,FACW,FAC,,OBL,OBL,,,Small-Flower False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis pulchella,FACW,,,,,,,,,,St. Mark's False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis purpurea,FACW,,FACW,FACW,FACW,,FACW,FACW,,,Purple False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis skinneriana,FACU,,,FACU,FACU,,FACU,FACU,,,Skinner's False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis tenella,OBL,,,FACW,,,,,,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agalinis tenuifolia,FACU,FACW,,FAC,FAC,,FACW,FACW,FAC,,Slender-Leaf False Foxglove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agarista populifolia,FACW,,,OBL,,,,FACW,,,Florida-Hobblebush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agastache nepetoides,FAC,,,FACU,FACU,,FACU,FACU,,,Yellow Giant-Hyssop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agastache urticifolia,,FACU,,,,,,,FACU,,Nettle-Leaf Giant-Hyssop,45532.0,AGUR,0.0,45532.0,False,False,False,False,False,False,False,False,False,False,7.0,agur_001_tvp.jpg,0.0,False,False,0.0,False,False,Agastache urticifolia (Benth.) Kuntze,Spring and Summer,No,No,Red,Yes,Dark Green,Dense,Porous,Coarse,Green,No,Rhizomatous,Rapid,,5.0,No,No,Long,No,No,Erect,,Yes,Yes,Yes,Low,No,Low,Medium,120.0,,Medium,8.0,6.0,24.0,18.0,12.0,Low,Intermediate,-33.0,Late Spring,Contracting Only,Low,Summer,Summer,No,No,No,No,No,No,Yes,No,Yes,No,Slow,Low,Slow,No
Agave americana,UPL,UPL,UPL,,UPL,UPL,,,,,American Century-Plant,27007.0,AGAM,0.0,27007.0,False,False,False,False,False,False,False,False,False,False,0.0,,0.0,False,False,0.0,False,False,Agave americana L.,"Spring, Summer, Fall",No,Yes,Yellow,No,Green,Dense,Dense,Coarse,Brown,No,Single Crown,Slow,,6.0,No,Yes,Long,No,No,Semi-Erect,,Yes,No,Yes,,No,High,Low,300.0,Medium,Low,8.0,6.0,14.0,8.0,30.0,Low,Intolerant,12.0,Indeterminate,No Known Source,Low,,,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Slow,Low,,No
Agave sisalana,UPL,UPL,UPL,,,FACU,,,,,Sisal-Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ageratina adenophora,,FACU,,,,FACU,,,FACU,,Crofton Weed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ageratina altissima,FACU,,,FACU,UPL,,FACU,FACU,FACU,,White Snakeroot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ageratina jucunda,FACU,,,FACU,,,,,,,Hammock Snakeroot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ageratina riparia,,,,,,FACU,,,,,Spreading Snakeroot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ageratum conyzoides,FACU,FACU,FACU,FACU,,FAC,FACU,FACU,,,Tropical Whiteweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ageratum houstonianum,FACU,FACU,,FACU,FACU,FACU,,FACU,,,Bluemink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aglaonema commutatum,FACU,,UPL,,,FACU,,,,,Philippine-Evergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agoseris X agrestis,,FAC,,,UPL,,,,UPL,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agoseris X elata,,FAC,,,,,,,FAC,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agoseris aurantiaca,,FAC,,,,,,,FACU,FAC,Orange-Flower Goat-Chicory,31407.0,AGAU2,0.0,31407.0,False,False,False,False,False,False,False,False,False,False,5.0,agau2_001_thp.jpg,0.0,False,False,0.0,False,False,Agoseris aurantiaca (Hook.) Greene,Spring and Summer,No,No,Orange,Yes,Green,Porous,Porous,Medium,Brown,Yes,Single Crown,Rapid,,1.0,No,No,Short,No,No,Decumbent,,Yes,Yes,Yes,,No,Medium,Low,120.0,Medium,Medium,7.5,6.6,69.0,19.0,6.0,,Intolerant,-33.0,Mid Spring,Contracting Only,High,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,Moderate,High,,No
Agoseris glauca,,FACU,,,FACU,,FACU,FACU,FAC,FAC,Pale Goat-Chicory,31417.0,AGGL,0.0,31417.0,False,False,False,False,False,False,False,False,False,False,1.0,aggl_001_tvd.jpg,0.0,False,False,0.0,False,False,Agoseris glauca (Pursh) Raf.,Spring and Summer,No,No,Yellow,Yes,Green,Porous,Porous,Medium,Brown,Yes,Single Crown,Rapid,,1.0,No,No,Short,No,No,Decumbent,,Yes,Yes,Yes,,No,Medium,Low,120.0,Medium,Medium,8.0,6.0,69.0,10.0,6.0,,Intolerant,-33.0,Mid Spring,No Known Source,High,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,Moderate,High,,No
Agoseris monticola,,FAC,,,,,,,UPL,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agoseris parviflora,,FACU,,,UPL,,,,UPL,,Small-Flower Goat-Chicory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrimonia gryposepala,FACU,FAC,,FACU,FAC,,FACU,FACU,FACW,,Tall Hairy Grooveburr,88612.0,AGGR2,0.0,88612.0,False,False,False,False,False,False,False,False,False,False,4.0,aggr2_002_thp.jpg,0.0,False,False,0.0,False,False,Agrimonia gryposepala Wallr.,Spring,No,No,Yellow,No,Green,Porous,Porous,Medium,Brown,No,Single Stem,Moderate,,5.9,No,No,Moderate,No,No,Erect,,Yes,No,Yes,,No,Low,Low,120.0,,Medium,7.0,4.5,55.0,15.0,6.0,,Intermediate,-43.0,Summer,No Known Source,Medium,Summer,Fall,No,Yes,No,No,No,No,Yes,No,No,No,Slow,Medium,,No
Agrimonia parviflora,FAC,FAC,,FACW,FACW,,FACW,FAC,FACW,,Harvestlice,88620.0,AGPA6,0.0,88620.0,False,False,False,False,False,False,False,False,False,False,5.0,agpa6_002_tvp.jpg,0.0,False,False,0.0,False,False,Agrimonia parviflora Aiton,Spring and Summer,No,No,Yellow,Yes,Green,Porous,Porous,Medium,Green,No,Multiple Stem,Rapid,,6.0,No,No,Short,No,No,Erect,,Yes,Yes,Yes,Low,Yes,Low,Low,160.0,Low,High,8.0,6.0,50.0,24.0,6.0,,Intermediate,-33.0,Mid Summer,No Known Source,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,Medium,,No
Agrimonia rostellata,FAC,,,FACU,FAC,,FACU,FACU,,,Beaked Grooveburr,88624.0,AGRO3,0.0,88624.0,False,False,False,False,False,False,False,False,False,False,4.0,agro3_002_thp.jpg,0.0,False,False,0.0,False,False,Agrimonia rostellata Wallr.,Spring,No,No,Yellow,No,Green,Porous,Porous,Medium,Brown,No,Single Stem,Moderate,,2.3,No,No,Moderate,No,No,Erect,,Yes,No,Yes,High,No,Low,Low,120.0,,Medium,7.0,4.5,50.0,35.0,6.0,,Intermediate,-33.0,Summer,No Known Source,Medium,Summer,Fall,No,Yes,No,No,No,No,Yes,No,No,No,Slow,Medium,,No
Agrimonia striata,UPL,FACU,,FACU,FACU,,FACU,FACU,FACU,,Woodland Grooveburr,88625.0,AGST,0.0,88625.0,False,False,False,False,False,False,False,False,False,False,5.0,agst_003_tvp.jpg,0.0,False,False,0.0,False,False,Agrimonia striata Michx.,Spring and Summer,No,No,Yellow,Yes,Green,Moderate,Porous,Medium,Brown,No,Rhizomatous,Moderate,,6.0,No,No,Short,No,No,Erect,,Yes,No,Yes,Medium,No,Medium,Medium,140.0,,Medium,7.5,5.5,45.0,8.0,12.0,,Tolerant,-43.0,Mid Summer,No Known Source,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,Moderate,Medium,,No
